Randomizer Version: 4.6.1
Random Seed: 4635469872613
Settings String: 322QQgEAgj8AP8AAgEBAAIeIQAEFAAAFAACAQABAAAAAAAAAAAAMgQyAQAICTIGBAAyAAEAC0VtZXJhbGQgKFMpUTTsZePDOIo=

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ITEM
228|HOUNDOUR     |DARK/FIRE        |  45|  60|  30|  80|  50|  65|FLEXIBILIDAD|(?)         |
229|HOUNDOOM     |DARK/FIRE        |  75|  90|  50| 110|  80|  95|FUGA        |OJOCOMPUESTO|
230|KINGDRA      |WATER/DRAGON     |  75|  95|  95|  95|  95|  85|ELEC. ESTÁT.|LODO LÍQUIDO|ESCAMADRAGÓN (rare)
231|PHANPY       |GROUND           |  90|  60|  60|  40|  40|  40|PUNTO TÓXICO|FLEXIBILIDAD|
232|DONPHAN      |GROUND           |  90| 120| 120|  60|  60|  50|RITMO PROPIO|VISTA LINCE |
233|PORYGON2     |NORMAL           |  85|  80|  90| 105|  95|  60|CHORRO ARENA|(?)         |
234|STANTLER     |NORMAL           |  73|  95|  62|  85|  65|  85|INSOMNIO    |MADRUGAR    |
235|SMEARGLE     |NORMAL           |  55|  20|  35|  20|  45|  75|VELO ARENA  |(?)         |
236|TYROGUE      |FIGHTING         |  35|  35|  35|  35|  35|  35|VISCOSIDAD  |ILUMINACIÓN |
237|HITMONTOP    |FIGHTING         |  50|  95|  95|  35| 110|  70|AUSENTE     |(?)         |
238|SMOOCHUM     |ICE/PSYCHIC      |  45|  30|  15|  85|  65|  65|SOMBRATRAMPA|CURA LLUVIA |BAYA PERASI (100%)
239|ELEKID       |ELECTRIC         |  45|  63|  37|  65|  55|  95|VELO AGUA   |(?)         |
240|MAGBY        |FIRE             |  45|  75|  37|  70|  55|  83|HUMO BLANCO |MUDAR       |BAYA SAFRE (100%)
241|MILTANK      |NORMAL           |  95|  80| 105|  40|  70| 100|CURA NATURAL|(?)         |LECHE MU-MU (100%)
242|BLISSEY      |NORMAL           | 255|  10|  10|  75| 135|  55|IMPULSO     |SEBO        |HUEVO SUERTE (rare)
243|RAIKOU       |ELECTRIC         |  90|  85|  75| 115| 100| 115|TRAMPA ARENA|(?)         |
244|ENTEI        |FIRE             | 115| 115|  85|  90|  75| 100|PRESIÓN     |HEDOR       |
245|SUICUNE      |WATER            | 100|  75| 115|  90| 115|  85|TRAMPA ARENA|AUSENTE     |
246|LARVITAR     |ROCK/GROUND      |  50|  64|  50|  45|  50|  41|CLOROFILA   |(?)         |
247|PUPITAR      |ROCK/GROUND      |  70|  84|  70|  65|  70|  51|CUERPO PURO |GRAN ENCANTO|
248|TYRANITAR    |ROCK/DARK        | 100| 134| 110|  95| 100|  61|VISCOSIDAD  |TRAMPA ARENA|
249|LUGIA        |PSYCHIC/FLYING   | 106|  90| 130|  90| 154| 110|MÁS         |(?)         |
250|HO-OH        |FIRE/FLYING      | 106| 130|  90| 110| 154|  90|CORTE FUERTE|GRAN ENCANTO|CEN. SAGRADA (100%)
251|CELEBI       |PSYCHIC/GRASS    | 100| 100| 100| 100| 100| 100|FOCO INTERNO|HUMEDAD     |BAYA ZIUELA (100%)
252|TREECKO      |GRASS            |  40|  45|  35|  65|  55|  70|BUCLE AIRE  |(?)         |
253|GROVYLE      |GRASS            |  50|  65|  45|  85|  65|  95|AUSENTE     |MADRUGAR    |
254|SCEPTILE     |GRASS            |  70|  85|  65| 105|  85| 120|POTENCIA    |INTIMIDACIÓN|
255|TORCHIC      |FIRE             |  45|  60|  40|  70|  50|  45|PUNTO TÓXICO|(?)         |
256|COMBUSKEN    |FIRE/FIGHTING    |  60|  85|  60|  85|  60|  55|ENTUSIASMO  |(?)         |
257|BLAZIKEN     |FIRE/FIGHTING    |  80| 120|  70| 110|  70|  80|GRAN ENCANTO|(?)         |
258|MUDKIP       |WATER            |  50|  70|  50|  50|  50|  40|INSONORIZAR |(?)         |
259|MARSHTOMP    |WATER/GROUND     |  70|  85|  70|  60|  70|  50|INMUNIDAD   |(?)         |
260|SWAMPERT     |WATER/GROUND     | 100| 110|  90|  85|  90|  60|FOCO INTERNO|AGALLAS     |
261|POOCHYENA    |DARK             |  35|  55|  35|  30|  30|  35|HEDOR       |(?)         |BAYA MELOC (rare)
262|MIGHTYENA    |DARK             |  70|  90|  70|  60|  60|  70|AGALLAS     |(?)         |BAYA MELOC (rare)
263|ZIGZAGOON    |NORMAL           |  38|  30|  41|  30|  41|  60|SEBO        |ABSOR. AGUA |BAYA ARANJA (rare)
264|LINOONE      |NORMAL           |  78|  70|  61|  50|  61| 100|LLOVIZNA    |(?)         |BAYA ARANJA (common), BAYA ZIDRA (rare)
265|WURMPLE      |BUG              |  45|  45|  35|  20|  30|  20|ENTUSIASMO  |RITMO PROPIO|
266|SILCOON      |BUG              |  50|  35|  55|  25|  25|  15|ENTUSIASMO  |RECOGIDA    |
267|BEAUTIFLY    |BUG/FLYING       |  60|  70|  50|  90|  50|  65|RITMO PROPIO|(?)         |POLVO PLATA (rare)
268|CASCOON      |BUG              |  50|  35|  55|  25|  25|  15|ENERGÍA PURA|SEQUÍA      |
269|DUSTOX       |BUG/POISON       |  60|  50|  70|  50|  90|  65|DICHA       |(?)         |POLVO PLATA (rare)
270|LOTAD        |WATER/GRASS      |  40|  30|  30|  40|  50|  30|ABSOR. ELEC.|(?)         |
271|LOMBRE       |WATER/GRASS      |  60|  50|  50|  60|  70|  50|PIEL TOSCA  |(?)         |
272|LUDICOLO     |WATER/GRASS      |  80|  70|  70|  90| 100|  70|DICHA       |NADO RÁPIDO |
273|SEEDOT       |GRASS            |  40|  40|  50|  30|  30|  30|RASTRO      |CAMBIO COLOR|
274|NUZLEAF      |GRASS/DARK       |  70|  70|  40|  60|  40|  60|ABSOR. FUEGO|CLOROFILA   |
275|SHIFTRY      |GRASS/DARK       |  90| 100|  60|  90|  60|  80|DESPISTE    |ILUMINACIÓN |
276|TAILLOW      |NORMAL/FLYING    |  40|  55|  30|  30|  30|  85|FOCO INTERNO|MENOS       |
277|SWELLOW      |NORMAL/FLYING    |  60|  85|  60|  50|  50| 125|VELO ARENA  |(?)         |
278|WINGULL      |WATER/FLYING     |  40|  30|  30|  55|  30|  85|PUNTO TÓXICO|VELO AGUA   |
279|PELIPPER     |WATER/FLYING     |  60|  50| 100|  85|  70|  65|CURA LLUVIA |PARARRAYOS  |
280|RALTS        |PSYCHIC          |  28|  25|  25|  45|  35|  40|CHORRO ARENA|(?)         |
281|KIRLIA       |PSYCHIC          |  38|  35|  35|  65|  55|  50|SOMBRATRAMPA|(?)         |
282|GARDEVOIR    |PSYCHIC          |  68|  65|  65| 125| 115|  80|INMUNIDAD   |SEBO        |
283|SURSKIT      |BUG/WATER        |  40|  30|  32|  50|  52|  65|PUNTO TÓXICO|DICHA       |
284|MASQUERAIN   |BUG/FLYING       |  70|  60|  62|  80|  82|  60|HUMO BLANCO |HUMEDAD     |POLVO PLATA (rare)
285|SHROOMISH    |GRASS            |  60|  40|  60|  40|  60|  35|ARMAD. BAT. |(?)         |
286|BRELOOM      |GRASS/FIGHTING   |  60| 130|  80|  60|  60|  70|PIEL TOSCA  |(?)         |
287|SLAKOTH      |NORMAL           |  60|  60|  60|  35|  35|  30|VELO AGUA   |INSOMNIO    |
288|VIGOROTH     |NORMAL           |  80|  80|  80|  55|  55|  90|IMPULSO     |(?)         |
289|SLAKING      |NORMAL           | 150| 160| 100|  95|  65| 100|FOCO INTERNO|HUMEDAD     |
290|NINCADA      |BUG/GROUND       |  31|  45|  90|  30|  30|  40|TRAMPA ARENA|VENTOSAS    |
291|NINJASK      |BUG/FLYING       |  61|  90|  45|  50|  50| 160|SEQUÍA      |CURA LLUVIA |
292|SHEDINJA     |BUG/GHOST        |   1|  90|  45|  30|  30|  40|SUPERGUARDA.|(?)         |
293|WHISMUR      |NORMAL           |  64|  51|  23|  51|  23|  28|ENJAMBRE    |PRESIÓN     |BAYA ATANIA (rare)
294|LOUDRED      |NORMAL           |  84|  71|  43|  71|  43|  48|ESCUDO MAGMA|INSOMNIO    |BAYA ATANIA (rare)
295|EXPLOUD      |NORMAL           | 104|  91|  63|  91|  63|  68|ESPESURA    |(?)         |BAYA ATANIA (rare)
296|MAKUHITA     |FIGHTING         |  72|  60|  30|  20|  30|  25|HUMEDAD     |FOCO INTERNO|
297|HARIYAMA     |FIGHTING         | 144| 120|  60|  40|  60|  50|ENTUSIASMO  |ESPÍR. VITAL|ROCA DEL REY (rare)
298|AZURILL      |NORMAL           |  50|  20|  40|  20|  40|  20|VELO AGUA   |(?)         |
299|NOSEPASS     |ROCK             |  30|  45| 135|  45|  90|  30|CAPARAZÓN   |DESPISTE    |
300|SKITTY       |NORMAL           |  50|  45|  45|  35|  35|  50|PARARRAYOS  |(?)         |BAYA ZANAMA (rare)
301|DELCATTY     |NORMAL           |  70|  65|  65|  55|  55|  70|CAPARAZÓN   |(?)         |BAYA ZANAMA (rare)
302|SABLEYE      |DARK/GHOST       |  50|  75|  75|  65|  65|  50|INSOMNIO    |CAPARAZÓN   |
303|MAWILE       |STEEL            |  50|  85|  85|  55|  55|  50|ACLIMATACIÓN|(?)         |
304|ARON         |STEEL/ROCK       |  50|  70| 100|  40|  40|  30|VELO AGUA   |(?)         |PIEDRA DURA (rare)
305|LAIRON       |STEEL/ROCK       |  60|  90| 140|  50|  50|  40|CAMBIO COLOR|(?)         |PIEDRA DURA (rare)
306|AGGRON       |STEEL/ROCK       |  70| 110| 180|  60|  60|  50|CAMBIO COLOR|SINCRONÍA   |PIEDRA DURA (rare)
307|MEDITITE     |FIGHTING/PSYCHIC |  30|  40|  55|  40|  55|  60|HUMEDAD     |(?)         |
308|MEDICHAM     |FIGHTING/PSYCHIC |  60|  60|  75|  60|  75|  80|POTENCIA    |FOCO INTERNO|
309|ELECTRIKE    |ELECTRIC         |  40|  45|  40|  65|  40|  65|INSOMNIO    |(?)         |
310|MANECTRIC    |ELECTRIC         |  70|  75|  60| 105|  60| 105|ESPÍR. VITAL|AGALLAS     |
311|PLUSLE       |ELECTRIC         |  60|  50|  40|  85|  75|  95|DESPISTE    |(?)         |
312|MINUN        |ELECTRIC         |  60|  40|  50|  75|  85|  95|OJOCOMPUESTO|CORTE FUERTE|
313|VOLBEAT      |BUG              |  65|  73|  55|  47|  75|  85|IMPULSO     |(?)         |
314|ILLUMISE     |BUG              |  65|  47|  55|  73|  75|  85|ENERGÍA PURA|HEDOR       |
315|ROSELIA      |GRASS/POISON     |  50|  60|  45| 100|  80|  65|CORTE FUERTE|(?)         |FLECHA VEN. (rare)
316|GULPIN       |POISON           |  70|  43|  53|  43|  53|  40|DICHA       |(?)         |PERLA GRANDE (rare)
317|SWALOT       |POISON           | 100|  73|  83|  73|  83|  55|CHORRO ARENA|(?)         |PERLA GRANDE (rare)
318|CARVANHA     |WATER/DARK       |  45|  90|  20|  65|  20|  65|IMÁN        |RECOGIDA    |
319|SHARPEDO     |WATER/DARK       |  70| 120|  40|  95|  40|  95|POLVO ESCUDO|(?)         |
320|WAILMER      |WATER            | 130|  70|  35|  70|  35|  60|SINCRONÍA   |(?)         |
321|WAILORD      |WATER            | 170|  90|  45|  90|  45|  60|CUERPO LLAMA|ELEC. ESTÁT.|
322|NUMEL        |FIRE/GROUND      |  60|  60|  40|  65|  45|  35|CORTE FUERTE|ENJAMBRE    |BAYA SAFRE (100%)
323|CAMERUPT     |FIRE/GROUND      |  70| 100|  70| 105|  75|  40|VISTA LINCE |(?)         |BAYA SAFRE (100%)
324|TORKOAL      |FIRE             |  70|  85| 140|  85|  70|  20|FOCO INTERNO|(?)         |
325|SPOINK       |PSYCHIC          |  60|  25|  35|  70|  80|  60|BUCLE AIRE  |(?)         |
326|GRUMPIG      |PSYCHIC          |  80|  45|  65|  90| 110|  80|INTIMIDACIÓN|(?)         |
327|SPINDA       |NORMAL           |  60|  60|  60|  60|  60|  60|ESPÍR. VITAL|LEVITACIÓN  |BAYA ATANIA (rare)
328|TRAPINCH     |GROUND           |  45| 100|  45|  45|  45|  10|BUCLE AIRE  |(?)         |ARENA FINA (rare)
329|VIBRAVA      |GROUND/DRAGON    |  50|  70|  50|  50|  50|  70|BUCLE AIRE  |NADO RÁPIDO |
330|FLYGON       |GROUND/DRAGON    |  80| 100|  80|  80|  80| 100|ENJAMBRE    |(?)         |
331|CACNEA       |GRASS            |  50|  85|  40|  85|  40|  35|GRAN ENCANTO|CURA NATURAL|FLECHA VEN. (rare)
332|CACTURNE     |GRASS/DARK       |  70| 115|  60| 115|  60|  55|AGALLAS     |(?)         |FLECHA VEN. (rare)
333|SWABLU       |NORMAL/FLYING    |  45|  40|  60|  40|  75|  50|MADRUGAR    |OJOCOMPUESTO|
334|ALTARIA      |DRAGON/FLYING    |  75|  70|  90|  70| 105|  80|FOCO INTERNO|(?)         |
335|ZANGOOSE     |NORMAL           |  73| 115|  60|  60|  60|  90|RECOGIDA    |VELO AGUA   |
336|SEVIPER      |POISON           |  73| 100|  60| 100|  60|  65|CORTE FUERTE|(?)         |
337|LUNATONE     |ROCK/PSYCHIC     |  70|  55|  65|  95|  85|  70|RASTRO      |SOMBRATRAMPA|PIEDRA LUNAR (rare)
338|SOLROCK      |ROCK/PSYCHIC     |  70|  95|  85|  55|  65|  70|FOCO INTERNO|(?)         |PIEDRA SOLAR (rare)
339|BARBOACH     |WATER/GROUND     |  50|  48|  43|  46|  41|  60|CAMBIO COLOR|(?)         |
340|WHISCASH     |WATER/GROUND     | 110|  78|  73|  76|  71|  60|VISTA LINCE |CUERPO LLAMA|
341|CORPHISH     |WATER            |  43|  80|  65|  50|  35|  35|ACLIMATACIÓN|DESPISTE    |
342|CRAWDAUNT    |WATER/DARK       |  63| 120|  85|  90|  55|  55|INMUNIDAD   |(?)         |
343|BALTOY       |GROUND/PSYCHIC   |  40|  40|  55|  40|  70|  55|HUMEDAD     |(?)         |
344|CLAYDOL      |GROUND/PSYCHIC   |  60|  70| 105|  70| 120|  75|CAPARAZÓN   |(?)         |
345|LILEEP       |ROCK/GRASS       |  66|  41|  77|  61|  87|  23|IMPULSO     |CAMBIO COLOR|
346|CRADILY      |ROCK/GRASS       |  86|  81|  97|  81| 107|  43|CHORRO ARENA|(?)         |
347|ANORITH      |ROCK/BUG         |  45|  95|  50|  40|  50|  75|ROBUSTEZ    |ARMAD. BAT. |
348|ARMALDO      |ROCK/BUG         |  75| 125| 100|  70|  80|  45|ABSOR. AGUA |PUNTO TÓXICO|
349|FEEBAS       |WATER            |  20|  15|  20|  10|  55|  80|ENTUSIASMO  |(?)         |
350|MILOTIC      |WATER            |  95|  60|  79| 100| 125|  81|ENTUSIASMO  |ESPESURA    |
351|CASTFORM     |NORMAL           |  70|  70|  70|  70|  70|  70|CURA NATURAL|(?)         |AGUA MÍSTICA (100%)
352|KECLEON      |NORMAL           |  60|  90|  70|  60| 120|  40|ABSOR. AGUA |ENTUSIASMO  |BAYA CAQUIC (rare)
353|SHUPPET      |GHOST            |  44|  75|  35|  63|  33|  45|DESPISTE    |(?)         |HECHIZO (rare)
354|BANETTE      |GHOST            |  64| 115|  65|  83|  63|  65|CHORRO ARENA|(?)         |HECHIZO (rare)
355|DUSKULL      |GHOST            |  20|  40|  90|  30|  90|  25|ESPESURA    |(?)         |HECHIZO (rare)
356|DUSCLOPS     |GHOST            |  40|  70| 130|  60| 130|  25|RASTRO      |(?)         |HECHIZO (rare)
357|TROPIUS      |GRASS/FLYING     |  99|  68|  83|  72|  87|  51|RITMO PROPIO|MAR LLAMAS  |
358|CHIMECHO     |PSYCHIC          |  65|  50|  70|  95|  80|  65|HUMO BLANCO |PIEL TOSCA  |
359|ABSOL        |DARK             |  65| 130|  60|  75|  60|  75|ABSOR. ELEC.|(?)         |
360|WYNAUT       |PSYCHIC          |  95|  23|  48|  23|  48|  23|FLEXIBILIDAD|INMUNIDAD   |
361|SNORUNT      |ICE              |  50|  50|  50|  50|  50|  50|CLOROFILA   |ACLIMATACIÓN|
362|GLALIE       |ICE              |  80|  80|  80|  80|  80|  80|IMPULSO     |CAMBIO COLOR|ANTIDERRETIR (rare)
363|SPHEAL       |ICE/WATER        |  70|  40|  50|  55|  50|  25|ESCUDO MAGMA|MÁS         |
364|SEALEO       |ICE/WATER        |  90|  60|  70|  75|  70|  45|PRESIÓN     |(?)         |
365|WALREIN      |ICE/WATER        | 110|  80|  90|  95|  90|  65|VENTOSAS    |TRAMPA ARENA|
366|CLAMPERL     |WATER            |  35|  64|  85|  74|  55|  32|RITMO PROPIO|(?)         |PARTE AZUL (rare)
367|HUNTAIL      |WATER            |  55| 104| 105|  94|  75|  52|MADRUGAR    |(?)         |
368|GOREBYSS     |WATER            |  55|  84| 105| 114|  75|  52|PARARRAYOS  |(?)         |
369|RELICANTH    |WATER/ROCK       | 100|  90| 130|  45|  65|  55|VISCOSIDAD  |(?)         |PARTE VERDE (rare)
370|LUVDISC      |WATER            |  43|  30|  55|  40|  65|  97|ESCUDO MAGMA|SOMBRATRAMPA|ESC. CORAZÓN (common)
371|BAGON        |DRAGON           |  45|  75|  60|  40|  30|  50|IMPULSO     |(?)         |ESCAMADRAGÓN (rare)
372|SHELGON      |DRAGON           |  65|  95| 100|  60|  50|  50|ROBUSTEZ    |(?)         |ESCAMADRAGÓN (rare)
373|SALAMENCE    |DRAGON/FLYING    |  95| 135|  80| 110|  80| 100|VISTA LINCE |CURA LLUVIA |ESCAMADRAGÓN (rare)
374|BELDUM       |STEEL/PSYCHIC    |  40|  55|  80|  35|  60|  30|POLVO ESCUDO|NADO RÁPIDO |REV.METÁLICO (rare)
375|METANG       |STEEL/PSYCHIC    |  60|  75| 100|  55|  80|  50|BUCLE AIRE  |(?)         |REV.METÁLICO (rare)
376|METAGROSS    |STEEL/PSYCHIC    |  80| 135| 130|  95|  90|  70|CLOROFILA   |(?)         |REV.METÁLICO (rare)
377|REGIROCK     |ROCK             |  80| 100| 200|  50| 100|  50|DICHA       |SINCRONÍA   |
378|REGICE       |ICE              |  80|  50| 100| 100| 200|  50|RASTRO      |(?)         |
379|REGISTEEL    |STEEL            |  80|  75| 150|  75| 150|  50|FLEXIBILIDAD|MAR LLAMAS  |
380|LATIAS       |DRAGON/PSYCHIC   |  80|  80|  90| 110| 130| 110|POLVO ESCUDO|(?)         |
381|LATIOS       |DRAGON/PSYCHIC   |  80|  90|  80| 130| 110| 110|GRAN ENCANTO|(?)         |
382|KYOGRE       |WATER            | 100| 100|  90| 150| 140|  90|HUMEDAD     |FUGA        |
383|GROUDON      |GROUND           | 100| 150| 140| 100|  90|  90|VELO AGUA   |POLVO ESCUDO|
384|RAYQUAZA     |DRAGON/FLYING    | 105| 150|  90| 150|  90|  95|CABEZA ROCA |(?)         |
385|JIRACHI      |STEEL/PSYCHIC    | 100| 100| 100| 100| 100| 100|POLVO ESCUDO|(?)         |TR. ESTRELLA (100%)
386|DEOXYS       |PSYCHIC          |  50|  95|  90|  95|  90| 180|MAR LLAMAS  |SINCRONÍA   |

--Removing Impossible Evolutions--
POLIWHIRL       -> POLITOED        at level 37
KADABRA         -> ALAKAZAM        at level 37
MACHOKE         -> MACHAMP         at level 37
GRAVELER        -> GOLEM           at level 37
SLOWPOKE        -> SLOWKING        using a PIEDRA AGUA
HAUNTER         -> GENGAR          at level 37
ONIX            -> STEELIX         at level 30
SEADRA          -> KINGDRA         at level 40
SCYTHER         -> SCIZOR          at level 30
PORYGON         -> PORYGON2        at level 30
CLAMPERL        -> HUNTAIL         at level 30
CLAMPERL        -> GOREBYSS        using a PIEDRA AGUA

--Removing Timed-Based Evolutions--
EEVEE           -> ESPEON          using a PIEDRA SOLAR
EEVEE           -> UMBREON         using a PIEDRA LUNAR

--Random 2-Evolution Starters--
Set starter 1 to AZURILL
Set starter 2 to HORSEA
Set starter 3 to WEEDLE

Move Data: Unchanged.

--Pokemon Movesets--
001 BULBASAUR -> IVYSAUR
HP  45 
ATK 49 
DEF 49 
SPA 65 
SPD 65 
SPE 45 
Level 1 : BOMBA HUEVO
Level 4 : DOBLEBOFETÓN
Level 7 : ALA DE ACERO
Level 10: RAYO BURBUJA
Level 15: MOV. SÍSMICO
Level 15: INVERSIÓN
Level 20: NIEVE POLVO
Level 25: FORTALEZA
Level 32: PROTECCIÓN
Level 39: LENGÜETAZO
Level 46: PROFECÍA
Egg Moves:
 - LENGÜETAZO
 - PISTOLA AGUA
 - BOMBA LODO
 - BOSTEZO
 - TRUENO
 - POLUCIÓN
 - GOLPE CABEZA
 - ATAQUE FURIA

002 IVYSAUR -> VENUSAUR
HP  60 
ATK 62 
DEF 63 
SPA 80 
SPD 80 
SPE 60 
Level 1 : TÓXICO
Level 1 : ATADURA
Level 1 : HIDROPULSO
Level 4 : CAMPANA CURA
Level 7 : TORNADO
Level 10: SUPERDIENTE
Level 15: GOLPE CABEZA
Level 15: DANZA DRAGÓN
Level 22: GIRO FUEGO
Level 29: GIGADRENADO
Level 38: IMAGEN
Level 47: DISP. LODO
Level 56: BESO DULCE

003 VENUSAUR ->  (no evolution)
HP  80 
ATK 82 
DEF 83 
SPA 100
SPD 100
SPE 80 
Level 1 : SÍNTESIS
Level 1 : DISP. DEMORA
Level 1 : ULTRAPUÑO
Level 1 : GARRA BRUTAL
Level 4 : AT. RÁPIDO
Level 7 : DESEO
Level 10: ADAPTACIÓN
Level 15: DANZA PÉTALO
Level 15: COLMILLO VEN
Level 22: FURIA
Level 29: REFUERZO
Level 41: VEL. EXTREMA
Level 53: RELEVO
Level 65: PSICORRAYO

004 CHARMANDER -> CHARMELEON
HP  39 
ATK 52 
DEF 43 
SPA 60 
SPD 50 
SPE 65 
Level 1 : AUTODESTRUC
Level 1 : GOLPE KARATE
Level 7 : DANZA PÉTALO
Level 13: VELO SAGRADO
Level 19: ONDA VOLTIO
Level 25: PUÑO CERTERO
Level 31: ONDA TRUENO
Level 37: ARMAD. ÁCIDA
Level 43: MASA CÓSMICA
Level 49: SORPRESA
Egg Moves:
 - GRANIZO
 - RENCOR
 - GANCHO ALTO
 - AZOTE
 - ASCUAS
 - PULPOCAÑÓN
 - BESO DULCE
 - ALA DE ACERO

005 CHARMELEON -> CHARIZARD
HP  58 
ATK 64 
DEF 58 
SPA 80 
SPD 65 
SPE 80 
Level 1 : DISP. LODO
Level 1 : GUILLOTINA
Level 1 : LANZALLAMAS
Level 7 : RAYO
Level 13: PSÍQUICO
Level 20: PUÑO HIELO
Level 27: DANZA DRAGÓN
Level 34: LEGADO
Level 41: SUSTITUTO
Level 48: CARÁMBANO
Level 55: CABEZAZO

006 CHARIZARD ->  (no evolution)
HP  78 
ATK 84 
DEF 78 
SPA 109
SPD 85 
SPE 100
Level 1 : DISP. DEMORA
Level 1 : RAYO BURBUJA
Level 1 : DOBLE RAYO
Level 1 : ENFADO
Level 7 : PROTECCIÓN
Level 13: MALDICIÓN
Level 20: ANULACIÓN
Level 27: HIPNOSIS
Level 34: DESLUMBRAR
Level 36: PRESENTE
Level 44: PSICOATAQUE
Level 54: POLUCIÓN
Level 64: HOJA AGUDA

007 SQUIRTLE -> WARTORTLE
HP  44 
ATK 48 
DEF 65 
SPA 50 
SPD 64 
SPE 43 
Level 1 : VIENTO HIELO
Level 4 : CHIRRIDO
Level 7 : MALICIOSO
Level 10: TRUENO
Level 13: CONFUSIÓN
Level 18: ESTALLIDO
Level 23: MEGAPUÑO
Level 28: CHISPA
Level 33: SALPICADURA
Level 40: PUÑO SOMBRA
Level 47: FUEGOSAGRADO
Egg Moves:
 - CARÁMBANO
 - VENTISCA
 - TRIATAQUE
 - AGUA LODOSA
 - CANTO
 - MALICIOSO
 - DRENADORAS
 - PSICOATAQUE

008 WARTORTLE -> BLASTOISE
HP  59 
ATK 63 
DEF 80 
SPA 65 
SPD 80 
SPE 58 
Level 1 : TRUCO
Level 1 : SONÁMBULO
Level 1 : LANZARROCAS
Level 4 : DANZA PLUMA
Level 7 : BARRERA
Level 10: HIDROPULSO
Level 13: TAMBOR
Level 19: LENGÜETAZO
Level 25: HIPERRAYO
Level 31: ATAQUE ALA
Level 37: OTRA VEZ
Level 45: GOLPE CUERPO
Level 53: BOLA SOMBRA

009 BLASTOISE ->  (no evolution)
HP  79 
ATK 83 
DEF 100
SPA 85 
SPD 105
SPE 78 
Level 1 : PODER OCULTO
Level 1 : PSÍQUICO
Level 1 : SALPICADURA
Level 1 : SALPICAR
Level 4 : EXCAVAR
Level 7 : PATADA SALTO
Level 10: MAGNITUD
Level 13: PERFORADOR
Level 19: PARALIZADOR
Level 25: MEGAPUÑO
Level 31: AMORTIGUADOR
Level 42: COME SUEÑOS
Level 55: RUGIDO
Level 68: TAMBOR

010 CATERPIE -> METAPOD
HP  45 
ATK 30 
DEF 35 
SPA 20 
SPD 20 
SPE 45 
Level 1 : GUILLOTINA
Level 1 : COLA VENENO

011 METAPOD -> BUTTERFREE
HP  50 
ATK 20 
DEF 55 
SPA 25 
SPD 25 
SPE 30 
Level 1 : RAYO SOLAR
Level 7 : COME SUEÑOS

012 BUTTERFREE ->  (no evolution)
HP  60 
ATK 45 
DEF 50 
SPA 80 
SPD 80 
SPE 70 
Level 1 : PUÑO MAREO
Level 10: RELAJO
Level 13: PROTECCIÓN
Level 14: HIPERRAYO
Level 15: PATADA ÍGNEA
Level 18: AGUA LODOSA
Level 23: BUCLE ARENA
Level 28: DOBLEATAQUE
Level 34: FISURA
Level 40: BOMBA HUEVO
Level 47: ESQUEMA

013 WEEDLE -> KAKUNA
HP  40 
ATK 35 
DEF 30 
SPA 20 
SPD 20 
SPE 50 
Level 1 : SUSTITUTO
Level 1 : VEL. EXTREMA

014 KAKUNA -> BEEDRILL
HP  45 
ATK 25 
DEF 50 
SPA 25 
SPD 25 
SPE 35 
Level 1 : FINTA
Level 7 : PUÑO TRUENO

015 BEEDRILL ->  (no evolution)
HP  65 
ATK 80 
DEF 40 
SPA 45 
SPD 80 
SPE 75 
Level 1 : GANCHO ALTO
Level 10: RELAJO
Level 15: SUSTITUTO
Level 20: FURIA DRAGÓN
Level 25: VELO SAGRADO
Level 30: ENCANTO
Level 35: RAYO SOLAR
Level 40: DANZA ESPADA
Level 45: ANTOJO

016 PIDGEY -> PIDGEOTTO
HP  40 
ATK 45 
DEF 40 
SPA 35 
SPD 35 
SPE 56 
Level 1 : TRITURAR
Level 5 : CHUPAVIDAS
Level 9 : MEGACUERNO
Level 13: PARALIZADOR
Level 19: LENGÜETAZO
Level 25: GUILLOTINA
Level 31: CAPA MÁGICA
Level 39: CARÁMBANO
Level 47: NEBLINA
Egg Moves:
 - CHIRRIDO
 - COSQUILLAS
 - PATADA GIRO
 - BESO DULCE
 - BURBUJA

017 PIDGEOTTO -> PIDGEOT
HP  63 
ATK 60 
DEF 55 
SPA 50 
SPD 50 
SPE 71 
Level 1 : AGUA LODOSA
Level 1 : MEDITACIÓN
Level 1 : FUERZA BRUTA
Level 5 : TINIEBLAS
Level 9 : COSQUILLAS
Level 13: PATADA GIRO
Level 20: SUPERSÓNICO
Level 27: PLACAJE ELÉC
Level 34: LÁTIGO CEPA
Level 43: ATAQUE ÓSEO
Level 52: TRUENO

018 PIDGEOT ->  (no evolution)
HP  83 
ATK 80 
DEF 75 
SPA 70 
SPD 70 
SPE 91 
Level 1 : MÁS PSIQUE
Level 1 : FISURA
Level 1 : GARRA DRAGÓN
Level 1 : PLANTA FEROZ
Level 5 : IMITACIÓN
Level 9 : RAYO AURORA
Level 13: CAPA MÁGICA
Level 20: PULPOCAÑÓN
Level 27: BOSTEZO
Level 34: RETROCESO
Level 48: PORTAZO
Level 62: SUPERDIENTE

019 RATTATA -> RATICATE
HP  30 
ATK 56 
